Accession	Description	Naive 1	Naive 2	Naive 3	Naive 4	Naive 5	Naive 6	Naive 7	Naive+PRC2i 1	Naive+PRC2i 2	Naive+PRC2i 3	Naive+PRC2i 4	Naive+PRC2i 5	Primed 1	Primed 2	Primed 3	Primed 4	Primed 5	Primed+PRC2i 1	Primed+PRC2i 2	Primed+PRC2i 3	Primed+PRC2i 4	Primed+PRC2i 5	Primed+PRC2i 6
EBP2_HUMAN	Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2	2814.369594	3596.032171	3057.501988	3715.804352	3068.76472	3382.064391	3457.973472	2339.725848	2518.411658	3012.507285	1180.172581	2729.831191	2115.362416	2089.567391	1628.727056	1936.010152	2026.098069	1279.153702	1532.722764	2025.994581	1723.137945	1566.564758	1821.252716
CLD6_HUMAN	Claudin-6 OS=Homo sapiens OX=9606 GN=CLDN6 PE=1 SV=2	143.0672081	434.0111553	419.659744	402.4023245	377.8983778	541.4476956	515.2647722	145.6009199	139.0261127	365.8261932	560.4867441	391.8802198	71.29009912	122.8751043	72.72967628	202.9293392	111.054505	96.05042076	62.67764643	83.5329298	22.23109618	56.49739617	142.1038535
AMPL_HUMAN	Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3	22.25984097	115.3429201	131.4734635	65.81766921	53.53112519	130.6617967	100.6623307	35.16788566	80.79586226	100.7598413	136.455554	58.05822799	28.22431989	6.758878994	0	37.66012825	22.8591803	0	0	3.818054293	2.459633878	2.856120688	14.93526112
NOP53_HUMAN	Ribosome biogenesis protein NOP53 OS=Homo sapiens OX=9606 GN=NOP53 PE=1 SV=2	451.2613882	647.7147147	733.5225271	1374.549461	413.0858203	564.9547512	466.9521488	359.0845217	348.9553633	404.1796801	589.8330005	524.3840575	450.4125534	172.0927431	171.3976832	208.5184506	283.4962187	331.1099324	181.5834802	230.5181151	171.5143921	192.854956	145.6617073
PNO1_HUMAN	RNA-binding protein PNO1 OS=Homo sapiens OX=9606 GN=PNO1 PE=1 SV=1	688.5503576	1933.352913	638.4132998	2646.614555	3539.600099	1844.324333	1475.582993	618.5463229	618.346377	1148.664752	700.6164108	634.9169152	637.6931241	361.6760477	262.8758924	392.6796758	320.8833469	655.1716396	303.0568697	458.7778789	440.5382175	396.1783918	488.5810174
ADRO_HUMAN	"NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3"	57.81324348	143.9109994	148.9635657	110.1221443	73.9944313	105.4832972	120.2103185	66.21985824	142.9016785	117.0509488	158.1108727	78.85120787	28.87509701	1.280736138	12.10734495	19.65027216	16.99203212	17.10782352	9.030403525	15.00646456	15.42203153	0	12.23014124
C1QBP_HUMAN	"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1"	8038.643532	17497.62522	13513.047	11965.03719	8952.854097	14442.04389	16625.64329	9797.703845	16035.13504	14588.76164	8148.855347	13694.73644	9418.39752	5696.992364	3755.350881	10562.66216	6173.651137	3955.660583	4651.743041	5511.714925	2685.26451	6155.802763	5417.561321
NGDN_HUMAN	Neuroguidin OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=1	584.9078335	764.8621825	618.9721372	705.6769732	561.1712245	830.7796333	828.508483	469.5859658	372.8289771	686.8787466	512.1124298	424.9964949	398.9723781	344.1357004	124.1917663	391.7050201	343.2309843	262.1261739	272.7464366	367.1326798	202.9474402	295.1546477	345.3070686
FAKD4_HUMAN	FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1	373.181222	846.0375847	790.3343633	1080.898367	667.5264508	1084.437673	798.7883899	295.8332194	534.3971443	381.5960115	951.0132308	569.6719037	207.1725011	355.69014	17.00380972	128.4359848	136.4821925	46.61118616	44.39138258	182.9963028	38.60007066	123.699057	220.3598867
PK1IP_HUMAN	p21-activated protein kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAK1IP1 PE=1 SV=2	1242.365317	2070.018934	1785.920978	1382.289417	1058.812201	1111.28223	1593.486547	1021.266324	1101.096301	2164.52019	1619.034127	1555.754788	918.3473887	605.7348607	443.6556385	1373.122815	1050.227124	611.9090704	504.011314	713.4798336	412.3863761	475.4422666	694.2675206
LLPH_HUMAN	Protein LLP homolog OS=Homo sapiens OX=9606 GN=LLPH PE=1 SV=1	227.0153981	525.4763343	339.1269942	238.5146178	203.9474656	401.3628155	289.668926	217.9918529	249.0171765	295.8741216	547.0298673	240.0731697	276.974848	176.7004251	77.26592395	98.89603177	212.4702322	75.08345678	33.46681069	164.9712403	75.41409057	60.71251822	91.26399599
IF2A_HUMAN	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3	30.24023037	65.07515911	96.15837523	75.50489156	91.33851546	153.8352639	122.5984617	25.1278659	40.91873939	21.18851395	45.76762735	84.9319798	32.83761353	40.5412796	8.724194117	16.75569972	11.18057344	12.27098627	16.80362192	15.09734815	13.28269754	18.83211802	26.39380271
VATG1_HUMAN	V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3	930.3961994	1331.630445	1424.894085	1664.464261	774.0625886	1719.781901	1326.286121	852.6952856	1413.957883	720.7000951	1519.807624	1219.245343	943.6710857	450.0504453	360.260761	445.0411009	505.4290744	512.6167293	533.550084	882.2145907	571.865939	502.3219936	611.6586799
DPPA4_HUMAN	Developmental pluripotency-associated protein 4 OS=Homo sapiens OX=9606 GN=DPPA4 PE=1 SV=2	596.6295061	1857.621429	1311.677461	1161.539352	1194.18001	1617.973155	1742.144782	892.6303639	724.5673187	848.1737756	909.6914008	843.6881945	2611.881804	2000.91263	2224.07437	1758.631344	1495.783178	1589.270484	1835.027931	2225.108861	1959.875291	1656.443596	1968.980826
NDUBA_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3	3510.020009	2623.085965	3102.504186	3674.024611	2334.749001	4074.976294	3436.979389	2315.313597	2861.779812	2068.960747	6418.047171	2675.399472	1322.49543	1614.647049	782.8926397	1567.790778	1703.771225	1749.562912	1845.248803	1672.949916	1511.258956	1413.186437	1924.340067
H2AZ_HUMAN	Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2	32556.39567	29282.25301	21782.07508	27027.29615	21859.01607	19159.23983	31003.25102	25058.85716	24938.30693	31308.7514	30739.29012	24006.88683	30678.43261	39081.15582	23915.85046	44948.71314	38340.81219	45069.95719	52333.59464	43283.35285	39625.66611	47461.94274	44141.64667
SAP18_HUMAN	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	4214.657068	5158.757052	5276.302282	4243.985428	4758.315108	5164.469352	5543.367332	3408.666723	3815.621643	5310.998361	2741.787288	4230.578641	2793.140286	3190.206639	2029.390573	2685.987191	1958.24873	1522.878526	2981.173517	3200.376654	2225.998505	2570.045123	3510.381028
NDUV2_HUMAN	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2"	705.7134777	1923.353132	1125.754648	1430.103578	1341.62585	1678.46143	1239.767684	1018.935602	1106.379822	699.2467874	897.3529859	994.7280892	705.0053209	530.997192	637.9572529	208.4497266	420.3456274	438.8743454	721.2666286	673.6362079	593.4150273	508.052561	659.3705938
MGN2_HUMAN;MGN_HUMAN	Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1	829.4248858	960.7078276	1027.183436	997.8112819	1057.085628	902.9816623	1062.380839	679.3407874	817.4834497	733.1382901	636.7315693	1278.428027	403.9974897	286.1963182	507.7656691	372.3322989	499.304192	209.3545065	581.7558149	541.4310849	454.2239065	441.9564009	771.7697081
RM32_HUMAN	"39S ribosomal protein L32, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL32 PE=1 SV=1"	544.5033607	754.1378884	644.1364154	693.8084352	442.6459305	939.2271517	401.6900038	424.5538904	734.1664574	709.8265766	564.8962913	479.0791841	280.8081697	335.2242824	227.3184663	540.4586525	423.5961811	338.9194989	234.1918842	294.697229	243.7976279	298.0020991	245.1397381
IMDH2_HUMAN	Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2	35.33929802	144.4078724	52.38953112	113.4150568	165.1045731	211.2887269	111.943737	41.04426009	28.1040939	52.86601475	29.22922076	63.82995489	197.4923433	492.8395184	195.1976701	630.4362308	153.7145908	157.9117341	171.195791	212.3397838	128.3491405	482.1328058	375.0782351
SMU1_HUMAN	WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2	1686.17302	2719.469912	2591.783295	2103.855793	2578.064311	3166.47783	2910.383357	1355.161125	1903.032263	3335.59441	2601.114448	2434.418202	1418.249464	1235.967632	776.8309417	1854.407887	990.2496475	1017.368184	1280.961611	1099.259406	902.5066561	1137.123261	1680.233859
SSF1_HUMAN	Suppressor of SWI4 1 homolog OS=Homo sapiens OX=9606 GN=PPAN PE=2 SV=1	967.3410927	1663.870893	1231.183724	1320.093061	1087.848261	1256.059353	1588.48858	865.2411404	799.3234735	1623.124831	612.7773678	1118.664416	670.8709637	561.9148876	347.6505101	897.876213	788.5675547	536.9192191	456.9359305	671.183536	353.9727702	571.9466318	585.7758119
TOM20_HUMAN	Mitochondrial import receptor subunit TOM20 homolog OS=Homo sapiens OX=9606 GN=TOMM20 PE=1 SV=1	1728.18568	2458.601128	1662.658828	2098.41853	1773.293298	2061.143151	2233.423605	1904.450159	2055.496371	2047.278203	2481.933509	1714.410312	1035.880523	1542.470699	1040.436308	1530.435191	1726.642354	1181.520984	1380.926415	1583.889741	1135.436717	1345.181116	1174.372694
F162A_HUMAN	Protein FAM162A OS=Homo sapiens OX=9606 GN=FAM162A PE=1 SV=2	650.1494418	674.7623293	663.1986632	675.4299137	634.3488615	884.4487531	744.0021692	464.8317602	806.5625298	404.8943103	1799.691031	425.4890201	1082.439011	3005.878022	1668.20794	2572.729009	1733.745481	1373.302498	1855.318143	2356.899909	1225.734623	3544.598796	1741.769643
TIF1B_HUMAN	Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5	521.7305472	406.226342	749.5896178	296.4750367	373.7257303	513.4304915	597.5505143	168.9102689	207.72779	501.8500422	190.1203197	257.7145379	303.5338789	66.83976976	33.57477567	129.9752626	129.1668546	22.24411426	22.85119775	107.3512643	92.71398406	55.58013798	196.7157532
IMP4_HUMAN	U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens OX=9606 GN=IMP4 PE=1 SV=1	298.9236318	640.2429189	426.5797819	466.7369591	524.8452444	416.7286481	517.3947077	298.9243322	335.7237346	270.4384846	165.2170728	451.2441737	214.122778	181.242726	179.6294758	53.6677269	143.2170399	79.9690138	224.776168	190.8884461	133.0455598	173.3943897	209.0743548
MPP10_HUMAN	U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2	365.3343005	503.0290076	257.1187598	444.0537723	560.537978	396.1383597	335.1618382	294.7766305	458.8948378	357.756961	257.4498538	354.1736063	297.1813757	144.137744	234.2628119	242.4016554	167.1779795	171.0990643	139.1576942	117.138029	285.8208393	186.3923327	191.7826853
RL34_HUMAN	60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3	727.012645	635.4623088	730.3311257	1170.196493	1549.778641	2558.659487	646.237086	407.5740437	526.6759823	555.1881149	371.4775796	490.6827767	536.5841094	295.5198253	336.566391	356.8468916	437.0395428	287.7307483	360.1130296	450.6872862	377.5316361	319.5943086	443.5667809
NDUB7_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Homo sapiens OX=9606 GN=NDUFB7 PE=1 SV=4	1638.175278	1831.60642	1493.403796	1996.481302	1267.6293	2440.201838	1770.347578	1535.901528	2008.223572	1326.970272	2029.806211	2136.922233	897.0552044	1262.527078	886.8880012	1134.880074	1167.379914	1355.727106	1232.747786	1171.253131	986.6980732	1284.549513	1176.395949
GTR1_HUMAN	"Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2"	92.98232458	209.119736	154.6688758	66.14591255	93.71718284	19.53864275	140.7110921	148.6130885	100.4491879	61.47518246	158.6213713	86.29868494	578.0306817	690.880491	423.9914827	219.3205762	340.9858139	170.6516603	391.0134046	597.5345677	356.0804173	411.8623177	547.5958865
SPTB2_HUMAN	"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2"	67.79416056	187.4371107	166.6827785	73.42568007	127.4706742	321.1029595	182.4547161	55.0572887	62.56789879	148.4877152	110.1713771	121.627282	482.3995606	296.8334517	236.5156812	694.1875204	498.7999893	310.934585	267.7171972	414.6635298	314.6837188	186.1391805	560.9703569
RFIP1_HUMAN	Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3	237.6562729	388.6299043	496.1787857	697.2761995	491.2257522	600.5498348	471.8284353	323.8632523	414.1178143	258.838271	568.3283738	252.1480547	316.2869674	65.65900007	106.9926082	22.69070282	98.65125978	50.37812818	162.8524977	147.9758846	149.4890471	64.82477792	166.2867487
SRSF4_HUMAN	Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2	2610.714498	3602.755291	4402.649739	3249.192501	4203.786798	5616.902186	3923.486844	1775.576952	2576.45266	4799.187569	3426.233337	3758.128939	1523.403293	2317.305404	1212.619273	3164.821874	1724.674118	1160.171706	1433.506147	1626.719365	1463.684901	1531.217106	2264.596561
RRS1_HUMAN	Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2	1197.652607	1724.418692	1597.378858	1534.816648	1705.184702	1946.412452	1417.430637	1308.173153	1468.312916	1774.584654	1170.113203	1229.83986	1560.520417	671.8300517	689.1574614	1169.427614	1270.369517	871.3348205	644.4371818	814.1497788	920.2615369	812.6325589	751.0106107
RL10A_HUMAN	60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2	2871.652706	3178.805136	4350.213251	4902.478342	3649.674187	5003.980774	3378.417874	1801.21943	2592.497236	2281.658594	2552.87783	2851.673834	2663.465832	1816.128146	2414.399951	1898.622238	1400.368416	2120.488016	2329.712521	2057.624988	2674.18797	2000.612406	3002.357374
MFGM_HUMAN	Lactadherin OS=Homo sapiens OX=9606 GN=MFGE8 PE=1 SV=3	120.6033104	146.0604714	213.8775166	99.87091847	152.3329857	97.3288123	93.31142159	93.26234791	139.4208654	114.8712277	116.7527382	120.4190164	505.3393152	287.2927386	325.455332	210.6986807	214.8875125	234.2958705	226.1170579	243.3350892	207.8119356	111.953906	201.3019718
LMNB1_HUMAN	Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2	7175.108527	12832.50426	9882.226908	8042.569513	8060.689242	7565.274337	10792.99793	7108.422898	7566.678819	11673.23025	7894.310705	9763.599922	5824.147523	6278.221858	5033.675011	7295.733145	5067.326833	5344.142718	6839.718694	4581.126069	5586.795584	4826.421357	5772.942872
BAZ1B_HUMAN	Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2	183.5906033	224.0709034	139.5642161	111.7865585	113.1161193	50.37155454	162.2412957	202.4789257	176.3463869	328.5501367	369.0533956	203.3621798	87.16770616	120.4255322	50.30561977	107.046462	48.19741404	75.23964376	57.76224644	70.68818017	73.329654	75.55386683	87.95003718
MYPT2_HUMAN	Protein phosphatase 1 regulatory subunit 12B OS=Homo sapiens OX=9606 GN=PPP1R12B PE=1 SV=2	427.1435452	442.6980374	405.0995018	707.3266694	843.1575845	1502.128561	398.5618824	321.778321	309.7844543	215.7763661	400.6918312	254.9439003	277.9965478	199.1867533	68.54961965	324.2335554	156.7045156	179.1975154	135.4823662	205.5036939	147.9413162	116.7922461	229.995388
NDUS3_HUMAN	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1"	994.6116575	1688.803638	1086.95968	1275.549666	1501.294382	1594.804401	1475.007888	972.9689892	1222.286038	1619.846324	1104.814298	1282.95581	785.2800963	794.6675945	760.4254172	956.6967691	807.2845404	992.4151762	1141.953818	788.8947359	882.4355296	694.699846	767.5731056
SYAM_HUMAN	"Alanine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=AARS2 PE=1 SV=1"	282.0672389	825.8633892	552.4976821	627.5000758	888.5225878	1575.306121	675.5381159	267.4117779	440.7589891	379.4747817	996.1705264	483.5120812	182.2912383	201.8457028	178.8129366	133.3296918	212.4909187	287.1363297	103.4626487	204.2561051	334.9647641	345.1357935	216.5243816
LA_HUMAN	Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2	182.5664111	151.2224124	298.6989491	259.3883103	280.6753176	352.0100908	254.5769229	100.8136104	193.2541287	91.0991655	121.3654313	196.0446271	119.471063	114.3213293	105.6159137	92.65480114	99.16634192	30.09471682	91.40539552	107.6143083	70.22384171	117.9469878	108.1416263
CDV3_HUMAN	Protein CDV3 homolog OS=Homo sapiens OX=9606 GN=CDV3 PE=1 SV=1	732.8341139	330.1490858	511.4109262	483.3334753	721.8468614	703.6076145	350.9255978	326.0859567	448.6813571	441.656319	490.2334766	303.9193952	424.9953291	141.031813	125.7246074	278.8096433	460.473038	178.0278511	61.74271665	169.9048038	133.8513361	77.71230257	250.3271421
RT33_HUMAN	"28S ribosomal protein S33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS33 PE=1 SV=1"	291.9439308	298.6668882	333.4795334	313.497445	241.7851948	402.7809056	466.6023634	153.5413933	261.4996925	154.1348596	233.0179758	267.989908	121.0878627	194.8093982	56.80683983	173.1098302	122.8028005	64.06106217	57.1292542	161.0904912	78.36392011	195.325895	136.2113156
RL22_HUMAN	60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2	1305.996181	2222.536329	1422.209734	1674.757942	1329.232715	1959.944138	1710.279709	1100.885831	1821.580346	1252.571337	1828.197864	1759.914647	816.029395	1112.414079	586.2875131	818.0855932	612.2527988	552.7801209	1279.336774	850.681539	649.0457185	1194.707357	1110.295409
ISY1_HUMAN	Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens OX=9606 GN=ISY1 PE=1 SV=3	191.2155338	465.0449837	388.955895	423.1942858	459.6733207	833.1603307	631.7043424	174.9594478	300.7826041	372.0367101	300.9156555	315.1027768	274.2756539	233.1580514	126.7994425	188.0406162	186.0523974	129.3064529	157.9365897	139.5199044	124.6147957	189.7447205	229.8906726
ANXA6_HUMAN	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	172.8155348	270.909186	57.25411046	429.3638365	414.9247003	586.6907537	126.3652718	96.59787904	141.1578549	74.77040737	103.5117442	211.6891543	47.0320562	57.08954168	39.34410129	66.25262215	42.42535042	37.47311558	35.65782777	67.63139667	64.27569242	50.5101202	83.54381458
ORC1_HUMAN	Origin recognition complex subunit 1 OS=Homo sapiens OX=9606 GN=ORC1 PE=1 SV=2	162.0423555	175.9534013	235.4788858	152.1309915	71.04975026	52.51025334	192.352151	67.46816234	84.85437468	114.3559676	44.42167956	147.3875996	0.14241604	32.33639834	17.86657566	59.22238476	14.88111261	5.379994231	8.911907974	11.20253767	6.429325313	16.76239208	20.76557615
S10AD_HUMAN	Protein S100-A13 OS=Homo sapiens OX=9606 GN=S100A13 PE=1 SV=1	335.6773785	345.5289637	213.0078676	671.0970581	538.4380199	974.9454717	226.0417296	254.3127494	431.857716	156.6168078	399.3763671	287.2309184	784.4657379	1309.077244	966.6914668	546.9817683	798.2111333	760.7026855	1203.92512	918.0472933	904.9619038	1482.908206	958.3903167
NCAS2_HUMAN	Protein NCBP2AS2 OS=Homo sapiens OX=9606 GN=NCBP2AS2 PE=1 SV=1	401.1516128	570.0588115	652.9895435	926.4132896	764.1316318	1257.918481	587.8870357	366.7467696	768.5953012	197.2191021	703.9346913	584.7566507	360.4133948	308.009777	202.9605229	73.2807834	188.6205914	120.9944053	223.9163074	220.1834556	228.3796906	212.4282911	253.2208115
RAE1L_HUMAN	mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1	234.2551597	735.7125371	488.301402	602.5795099	608.3283022	1221.188631	711.5870305	193.9579657	279.9458271	356.2603671	280.5356484	310.762615	364.5178862	238.3197287	154.8440749	167.9347925	141.6785152	137.2273391	241.3954268	209.2166374	140.2781606	192.0624942	343.196769
RM48_HUMAN	"39S ribosomal protein L48, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL48 PE=1 SV=2"	41.54038854	97.9821785	129.9845821	32.71985695	30.08966247	15.85417477	49.35963042	36.32547909	66.36481836	133.535306	60.00233306	109.8736466	20.69981539	0	4.490986004	19.63825908	32.34577474	0	0	17.61265597	11.71152529	0	0
LAP2B_HUMAN;LAP2A_HUMAN	"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2"	5648.195022	5592.113929	8948.796917	6268.757749	8145.18242	8168.916233	5679.436713	4346.784419	5512.240242	5708.393996	4535.684483	5854.934415	5343.469829	5063.703613	4498.058969	7488.043724	4677.992064	3433.854122	4215.406461	3027.436603	4078.788971	2769.608907	4797.927389
FUBP3_HUMAN	Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2	1357.565769	1924.786315	2139.829418	1377.507708	1447.860314	1910.861592	1738.128314	1030.887098	1443.533679	1890.778646	924.7766305	1749.056791	971.1438663	721.1873129	672.2137564	965.1810895	892.6404081	760.6954528	1111.53261	1048.402269	809.3806154	737.1998679	1411.796762
LAMA1_HUMAN	Laminin subunit alpha-1 OS=Homo sapiens OX=9606 GN=LAMA1 PE=1 SV=2	191.9906836	207.8617333	1042.005969	292.8435661	301.6093581	674.4162491	227.9697262	247.90017	407.8578141	155.2171577	515.5624656	278.6632476	52.76628486	37.16929998	130.8289322	7.982250635	93.5922731	47.72544764	106.372127	136.0446611	156.1926609	55.97651765	55.91583646
RPOB_MYCHJ	DNA-directed RNA polymerase subunit beta OS=Mycoplasma hyopneumoniae (strain J / ATCC 25934 / NCTC 10110) OX=262719 GN=rpoB PE=3 SV=1	770.5111557	1204.986524	1268.510975	1891.639098	1075.1986	2533.641854	1338.64741	626.700376	945.3775409	859.4139538	3517.533306	1084.262165	396.610055	875.4087511	371.8085622	310.831615	375.4551658	409.2431669	387.9166659	616.6951016	421.0175607	558.3466154	508.5870206
CCD12_HUMAN	Coiled-coil domain-containing protein 12 OS=Homo sapiens OX=9606 GN=CCDC12 PE=1 SV=1	510.2737664	534.60015	482.3357166	529.3448835	645.9918566	1167.166393	542.3489709	395.7019975	525.1033945	383.6338289	291.0397854	530.9666094	309.1634673	441.0279777	272.2205963	480.0968188	474.2842766	268.2728938	329.6668839	246.9341094	172.2703311	292.0010793	276.0230737
CATD_HUMAN	Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1	219.5116338	233.4196115	260.1369202	298.5519437	236.4767123	370.803632	205.4083298	364.2777467	374.3957327	472.565243	524.7725455	287.165729	282.4853897	142.5774713	53.43620643	115.6906543	90.14052509	90.36162191	119.968041	238.0305522	105.159258	132.7269792	234.123126
UBF1_HUMAN	Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1	3379.512545	3617.514086	3756.268532	2779.702279	3497.381603	3379.660338	3179.682712	2541.467452	2728.529693	4795.944486	2094.198493	3009.170911	2186.404137	2107.624012	1750.865711	3587.090449	2345.977352	1785.319746	1913.223803	1731.790343	2049.523805	1940.173852	1650.158379
PCKGM_HUMAN	"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens OX=9606 GN=PCK2 PE=1 SV=4"	48.65590046	101.4312201	67.2203441	94.43194931	59.43784809	114.9531944	77.97257005	45.73606406	45.37500746	95.34981836	134.8839962	72.54751142	18.62871591	27.03693056	0.007685942	20.83248457	16.18940137	4.785853447	3.950946582	7.966871422	4.142986098	12.52746015	30.1927084
TCRG1_HUMAN	Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2	876.7467722	1460.185904	1384.339258	1295.619606	913.1494821	1029.445727	1210.607411	790.740213	1158.426074	1177.166604	771.0094641	1210.414551	706.9284234	1082.924913	609.4459364	916.8501906	669.8776396	422.2863831	561.4422206	557.8507557	466.1698084	761.8049205	782.5198097
ENOA_HUMAN	Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	1354.92271	1388.641916	1400.047041	795.0580312	1102.285598	1526.002216	1004.7006	789.8693546	1099.666122	1124.259168	973.0111044	1365.055878	1810.118424	2152.093295	1721.953613	2214.239034	2732.012301	1403.516123	1282.854517	1358.858878	1563.016803	1482.207623	2304.055255
NDUS7_HUMAN	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=3"	310.3571358	577.8753059	576.3934814	466.964591	595.9198204	515.9852112	609.2385542	403.3715543	367.4374258	612.7760606	463.4727032	518.2941079	373.4850715	128.7630201	227.551645	219.2206538	225.8158958	164.7819919	255.6171265	394.9020638	297.384557	195.0228997	384.7196435
PTBP3_HUMAN	Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2	300.8963776	484.4531333	412.3483094	377.3009562	400.0130383	403.4117849	490.864799	240.6727798	301.5468479	425.8857653	123.0028612	364.2849763	255.9334259	196.0946483	104.8917771	272.8126377	187.0551073	106.1861338	138.0993084	168.237919	98.90408829	183.4332438	223.7492442
ACOT8_HUMAN	Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1	179.3699111	722.2509055	359.9233078	407.0449127	444.7207304	872.427091	626.3574537	362.9057121	275.5984841	549.8525689	327.9250606	394.6334466	73.14298766	39.86975835	0	73.26436408	29.88412446	3.682671388	23.97887268	75.16852236	33.61831962	59.14102671	111.110278
NOL10_HUMAN	Nucleolar protein 10 OS=Homo sapiens OX=9606 GN=NOL10 PE=1 SV=1	287.4889527	809.598996	438.9066187	585.8998719	313.5861786	660.1159133	635.8076837	287.8656066	385.8075263	463.6499364	469.1246258	447.8562368	309.237687	305.3380951	148.2630896	122.08241	228.8307467	93.64892336	146.4714815	176.4424821	153.1720829	314.2049293	267.2376415
RM47_HUMAN	"39S ribosomal protein L47, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL47 PE=1 SV=2"	392.4714138	834.5005307	1142.797045	1209.12465	958.6734493	1415.392461	941.9993535	472.3350373	717.5442408	274.6662753	800.7588292	596.0064919	396.6256459	433.4662299	398.0001196	113.9891489	199.6307688	199.9533608	279.0240324	397.5782342	240.237002	409.4884051	360.4772064
