Gene	primed 1	primed 2	primed 3	primed+PRC2i 1	primed+PRC2i 2	primed+PRC2i 3	naive 1	naive 2	naive 3	naive+PRC2i 1	naive+PRC2i 2	naive+PRC2i 3
TSNAX	9.591265372	9.697125353	9.677721975	9.589230937	9.613098491	9.39359506	9.842041969	9.73108571	9.762210256	9.896628919	9.805950923	9.987181037
DISC1	4.799687305	5.272100615	4.609947625	5.508651652	5.934597855	4.95639096	5.612381072	4.942100143	5.688860519	5.122762997	5.899011095	5.266619031
AL136171.1	0	0.974662474	2.777117774	3.388718233	3.32546087	2.5539792	0	1.16299331	0.871253083	2.0273529	0	0
AL353052.1	6.74792987	7.047283909	6.120703988	6.730090991	7.017914917	6.273070357	0	0	0	0	1.186186261	0
AL353052.2	4.846869225	5.903907486	5.502372459	5.383272338	5.640470607	5.166703855	0	0	0	0	0	1.357447143
BX323014.1	0	2.542482646	0	0	1.324284239	1.780838754	0	0	0	0	0	0
RN7SL299P	0	2.281171668	2.373512039	2.259885606	2.647153715	2.5539792	0	0	0	0	0	0
SIPA1L2	8.750289244	8.943327469	9.044212046	9.897948377	10.37542623	9.874919415	11.01043211	11.02178799	10.8631553	10.99271458	10.79585896	10.84536717
MAP10	0	0	0.876882044	0	0	0	5.231557815	5.053962806	4.867626454	5.244839199	5.295176641	5.627365386
NTPCR	9.81685059	9.702149042	10.07340466	9.947237299	9.797523665	10.51287	9.548473868	9.380371592	9.550388364	9.846888144	9.663460578	9.722208862
PCNX2	11.55876044	11.70835912	11.60149117	11.59093044	11.75578147	11.58243643	7.627374746	7.734071661	7.702607412	8.146057175	8.232389704	8.416098271
RPS7P3	3.07164815	1.961824861	4.078237609	3.251939278	3.934405074	3.312222168	1.816458915	1.16299331	1.410613601	1.343851745	0	2.85783274
MAP3K21	10.26841914	10.50349544	10.21718695	10.46993287	10.5169094	10.1827462	8.673585522	8.870932448	8.588501903	9.519618284	9.893681713	9.53133156
KCNK1	8.242453903	8.464714017	8.139710602	8.051589993	8.307693117	8.262830291	6.438846944	6.553685419	6.272230322	6.519771069	6.516658155	6.492684553
AL663058.1	0	0	1.418354233	0	0	1.391862627	0	1.16299331	0	0.823048594	0	0
SLC35F3	5.913096707	5.856629735	6.120703988	5.877508915	6.558471927	6.30305531	1.816458915	2.847210617	1.802297929	1.725706862	1.828228788	0
AL122008.3	2.233785714	2.763642785	2.119558269	3.388718233	3.704062963	3.425598378	0	0	0	0.823048594	0	0
AL355472.1	0	0.974662474	0	0	1.703158005	0.857651675	3.098700626	2.238067221	1.802297929	2.838573386	1.828228788	2.044263835
AL355472.3	0	0	0	0	0.809038275	0	1.816458915	2.574552434	1.410613601	1.725706862	0	3.577271258
COA6-AS1	3.483503972	3.275995195	3.759798466	2.932001872	3.704062963	4.174231629	3.62640446	2.847210617	2.11003049	1.725706862	1.186186261	2.044263835
COA6	8.759565466	8.503599249	9.048776128	8.601696357	8.520599019	9.336748927	8.760053903	8.904896922	8.994806377	9.003511014	9.217678982	9.150051608
TARBP1	10.4301282	10.54136273	10.28645616	10.31009792	10.29825521	9.972604611	9.756286969	9.890263936	9.82818393	9.893132323	9.805950923	9.825184554
RF00096	1.917527128	2.281171668	2.777117774	1.533447487	1.324284239	2.086901014	1.816458915	0	0	0	0	0
IRF2BP2	9.372931105	9.313085616	9.570715601	9.620821927	9.293361084	9.858606704	10.05881842	9.923781548	9.929805757	10.13040133	10.13534917	10.14679454
AL360294.1	1.511889579	0.974662474	0	3.100821274	2.810719665	2.740842137	0	0	0	0	0	0
LINC01348	1.511889579	0	0	0	0	0	0	1.798436614	0	1.343851745	0	0
AL732292.2	0.945545212	2.763642785	0.876882044	2.932001872	2.251026904	1.391862627	1.177010844	1.16299331	0	2.0273529	2.88313614	1.357447143
TOMM20	13.20071379	13.00246465	13.24126692	12.95510921	12.73614463	13.10806542	13.09367051	12.8579616	12.95602293	13.1653537	12.92655586	12.99120595
SNORA14B	0	1.961824861	2.373512039	1.533447487	1.324284239	0.857651675	1.177010844	2.574552434	0	2.489245621	0	3.577271258
RBM34	4.47871826	4.705685787	4.214470328	4.174159315	4.922658435	4.10783232	4.907121262	4.756143877	4.266301039	3.891859343	4.420082664	4.610859858
ARID4B	10.85695845	10.9481928	10.81050662	10.78392624	10.7483359	10.41586543	10.50932495	10.6390069	10.31691375	10.43052452	10.52572376	10.69847854
GGPS1	8.568715732	8.923390042	8.961910625	8.867627196	9.170708703	9.004013848	8.355876254	7.885396974	7.925651191	8.277029132	8.338524997	8.284941763
TBCE	8.647443895	8.337044622	8.737175353	8.212295658	8.368047532	8.589152346	8.508549484	8.584652726	8.569733079	8.67741516	8.607436797	8.765943175
AL391994.1	1.511889579	1.551079271	0.876882044	2.932001872	2.251026904	1.780838754	2.257986488	0	1.410613601	0	1.186186261	3.912728777
B3GALNT2	6.562510698	6.794814531	6.539224568	6.609299074	6.569937443	6.470948755	6.82318829	7.08825269	6.931572589	6.990263237	6.823295533	6.959106911
GNG4	7.624205569	7.756459233	7.485053729	7.615894827	7.755450643	7.990789993	6.260490311	5.888575801	5.711868329	6.225689154	5.835979275	5.324012862
AL583844.1	2.90331136	2.542482646	2.119558269	2.259885606	2.251026904	0.857651675	0	1.798436614	2.363523009	1.343851745	0	2.507652902
LYST	2.712705702	3.859228069	3.569640341	4.732234541	3.934405074	4.356853114	8.86912775	8.941720499	8.987753987	8.893482542	9.154501393	9.245975081
LDHAP2	1.917527128	0.974662474	1.811144853	1.533447487	2.002944579	1.780838754	2.595578256	2.847210617	1.802297929	2.674456859	1.828228788	1.357447143
NID1	10.76859864	10.87222627	10.78542973	11.54866784	11.5890034	11.5366356	9.037844801	9.019568586	8.727641528	9.721061486	9.61734825	9.481753799
AL122018.1	0.945545212	0.974662474	0	1.533447487	1.703158005	1.391862627	2.868961421	1.798436614	2.57906095	3.556793131	1.828228788	1.357447143
GPR137B	7.324249426	7.03671746	6.766805564	7.710285914	7.277695043	6.911412218	6.634652712	6.392788478	6.602782307	6.990263237	6.722347788	7.046953235
ERO1B	7.690371556	7.861977261	7.235688664	7.805003366	7.889604572	6.949827098	5.972527891	6.282279557	6.000520166	7.147232446	6.300229127	6.541894411
EDARADD	5.723867825	5.120241953	4.609947625	5.704836641	6.069955462	4.878873474	5.649099417	5.76251524	6.240936197	5.650333449	6.575725475	6.388923597
LGALS8	8.514955165	8.717175676	8.569438625	8.858822294	8.86345112	8.475254014	7.750762462	7.799732044	7.76443721	7.75214771	7.872935061	7.869037009
LGALS8-AS1	2.233785714	0	0.876882044	1.533447487	0	2.339260426	1.177010844	1.16299331	1.410613601	0	1.186186261	2.044263835
AL359921.2	0.945545212	0	1.418354233	0	1.324284239	0.857651675	2.257986488	3.274188258	0	1.725706862	2.270981161	3.139398891
AL359921.1	1.511889579	0	1.811144853	2.259885606	1.324284239	0.857651675	0	1.16299331	0	2.0273529	0	0
HEATR1	11.86876513	11.84975241	12.1482599	11.65971417	11.45629333	11.65289432	11.91151655	11.87966549	12.06225476	11.97537553	12.11377526	12.10241895
ACTN2	6.299702433	6.271450495	6.268894664	6.151907473	6.223040681	6.332429725	2.595578256	0	3.216068406	3.964737661	3.641492616	4.055120803
MTR	10.88901048	11.02370658	11.03987032	11.17531025	11.33301881	11.0573842	10.99625138	11.03462872	10.96960221	11.11782336	11.14693201	11.25714227
RPSAP21	0	0	0	1.941914322	0	1.391862627	1.177010844	0	0	1.725706862	0	0
MT1HL1	0	0	0	0	0	0	2.257986488	2.238067221	2.57906095	2.489245621	2.270981161	0
RYR2	7.165823051	7.306741303	7.793181727	7.615894827	7.49174297	7.905407319	4.712681755	4.380414052	4.266301039	5.185091925	5.094367396	5.266619031
LINC01139	8.074226079	7.813281483	8.547030888	8.061856299	8.024889621	8.471958167	0	0	0	0	1.828228788	0
AC093426.2	1.917527128	1.961824861	2.119558269	3.6286109	2.95761526	2.5539792	0	0	0	0	0	0
CHRM3	9.054062132	8.897344569	9.122070723	9.141323796	9.272460417	9.247045671	5.753959642	5.587670569	5.350640455	6.353318849	6.045502276	5.799112733
CHRM3-AS2	0	2.542482646	0	3.6286109	2.462643589	2.339260426	1.177010844	0	0	1.343851745	0	0
AL356361.1	0.945545212	0	0	0	1.703158005	0.857651675	0	2.238067221	0.871253083	0	0	0
RPS7P5	0	0	0	0	0	0	0	1.16299331	0	1.725706862	2.270981161	1.357447143
FMN2	5.506017784	5.856629735	5.895984833	6.595231512	6.475555823	4.993641753	4.64157403	5.207004415	4.136275145	5.511282904	6.017369903	5.758054415
AL359918.1	4.142944211	4.273399977	3.927786203	4.569078481	3.934405074	4.664630139	4.22149771	3.988283377	4.867626454	4.721462082	4.135990757	3.577271258
GREM2	1.917527128	1.961824861	0	3.6286109	3.861635435	3.628681266	8.08146064	8.687968774	8.588501903	8.619345637	8.597969764	8.913465807
AL358176.1	0	0	0	0	0	0	0	0	1.410613601	0.823048594	2.88313614	0
AL365184.1	1.917527128	2.281171668	2.373512039	2.520276096	3.618314626	2.906253842	0	2.238067221	0.871253083	0	1.828228788	0
RGS7	6.019885214	6.178384441	6.577631931	5.508651652	5.66205864	5.913662577	2.868961421	1.798436614	2.932440767	2.674456859	3.641492616	3.912728777
HNRNPA1P42	0	1.551079271	1.811144853	0.961537214	1.703158005	0	1.177010844	0	0.871253083	0	1.186186261	2.044263835
AL590682.1	0.945545212	1.961824861	1.418354233	0.961537214	0	1.780838754	2.257986488	1.16299331	1.802297929	1.725706862	1.828228788	1.357447143
AL359764.1	2.493028031	2.763642785	2.58938312	1.533447487	3.527145867	3.054636104	1.816458915	0	0	0	0	0
AL359764.2	5.956765138	5.159731283	5.502372459	5.538364967	5.183725735	5.989380785	0	0	0	0	0	0
FH	10.39484506	10.34337335	10.49146405	10.35983068	10.40453451	10.74425715	10.77115369	10.84548664	10.89742813	11.00248346	10.789635	10.91822553
KMO	1.511889579	1.961824861	0	2.259885606	2.462643589	3.054636104	0	1.798436614	0	0	0	0
OPN3	6.060481444	7.129139962	6.417457945	6.244950154	6.858759293	6.668157466	2.257986488	3.448071447	2.766543711	2.674456859	3.311580062	1.357447143
CHML	11.58552181	11.72737466	11.7894593	11.38557359	11.32880696	11.07378341	10.15928706	10.06732856	10.14900454	10.15688614	10.19307852	10.32604695
AL133390.1	0	1.551079271	1.418354233	2.259885606	2.251026904	1.391862627	0	0	0	0	0	0
AL365366.1	1.511889579	0.974662474	0	0.961537214	1.324284239	2.086901014	2.257986488	0	0.871253083	2.674456859	2.609286169	0
EXO1	9.897494807	9.623127956	9.767679064	9.631200382	9.782818786	9.78482073	10.30877532	10.3603734	10.39806194	10.52241226	10.40741276	10.49017765
RPL23AP20	0.945545212	2.281171668	0	1.533447487	0	0	0	0	0	1.343851745	1.186186261	0
BECN2	0.945545212	0	0	0	0	0	2.257986488	3.87099289	3.216068406	3.354689889	3.113204622	2.507652902
CFL1P4	0	0	0	0	0.809038275	0	3.894513133	4.380414052	4.495728875	5.154264035	5.295176641	4.610859858
MAP1LC3C	4.286757828	2.763642785	2.58938312	3.388718233	4.132983803	2.339260426	7.177548171	5.729200524	6.362234957	7.316896359	6.594889124	6.305891886
PLD5	5.415023273	5.731177659	5.746671161	6.132556574	6.868077273	5.659275687	0	0	0	0	0	0
AL591686.1	0.945545212	0	0	2.259885606	1.324284239	1.391862627	0	0	0	0	0	0
LINC01347	1.511889579	0.974662474	2.119558269	0	0	0	2.868961421	0	2.363523009	2.0273529	3.113204622	1.357447143
CEP170	7.582998609	7.769281218	7.595238827	7.559048046	7.213351654	7.408660519	6.706094067	7.139871978	6.552686265	6.470569603	6.704814456	6.922413843
SDCCAG8	4.892556847	6.058150519	5.141289277	5.011838382	5.880375003	4.754179981	6.11057662	6.534527612	6.698039653	6.366827309	6.203665932	6.1239518
AKT3	6.576574905	7.139052973	6.963329865	6.609299074	6.711246397	6.597325346	5.536015982	5.660170381	5.436021992	4.634788068	5.385987816	5.324012862
ZBTB18	9.215563395	9.196885098	9.168943566	9.186593723	9.247687339	9.183986928	10.79694824	10.9494974	10.96362387	10.64597399	10.57480877	10.53643963
C1orf100	0.945545212	0.974662474	1.418354233	0	0	0	0	0	2.363523009	0.823048594	1.186186261	0
TGIF2P1	0.945545212	0	1.418354233	0	0	0	1.816458915	0	2.57906095	1.725706862	1.828228788	0
ADSS	10.93749549	10.83230652	11.09442009	10.70833584	10.70674443	10.78533106	10.984626	10.77479641	10.956417	10.92925983	10.79171264	10.96407872
CATSPERE	2.493028031	2.542482646	2.943211968	1.533447487	2.95761526	1.780838754	3.296831344	3.274188258	2.57906095	2.276705773	1.828228788	2.507652902
DESI2	11.58029635	11.7614649	11.91850284	11.61640291	11.57484648	11.80044332	12.86598867	12.79947732	12.9226677	12.93183239	12.82065455	12.8956518
AL451007.1	0	1.961824861	2.373512039	2.259885606	2.462643589	0	3.296831344	2.574552434	2.57906095	2.838573386	2.270981161	2.507652902
AL451007.3	2.233785714	2.763642785	0	2.259885606	1.324284239	0	2.595578256	1.16299331	2.363523009	0.823048594	2.609286169	2.507652902
AL451007.2	0	0	0	0	0	0	1.816458915	1.798436614	0.871253083	0.823048594	1.828228788	2.507652902
BX323046.2	2.233785714	3.538165047	1.811144853	0	2.251026904	2.339260426	1.816458915	3.87099289	2.363523009	3.354689889	3.641492616	1.357447143
COX20	5.506017784	5.534918347	5.875577351	5.567478645	5.986856378	5.198957602	4.22149771	4.999115394	3.916215576	4.282393174	4.503575917	4.184712822
HNRNPU	14.61139239	14.32628834	14.69679201	14.42454535	14.12667168	14.28597195	14.49600947	14.62286323	14.59654187	14.45308641	14.58564443	14.64391667
RN7SKP55	0	0	0	0	0	0	0	1.798436614	1.410613601	0	0	0
AL356512.1	3.598245958	1.961824861	4.078237609	3.927019989	3.861635435	2.740842137	1.816458915	2.574552434	3.33938848	2.276705773	1.828228788	2.044263835
EFCAB2	7.444156837	6.960502634	7.336187119	7.04153824	7.017914917	7.111058309	7.759184869	7.862533706	7.725398745	7.807681638	7.71550006	7.727323903
KIF26B	0.945545212	2.281171668	2.119558269	2.520276096	3.212954352	0.857651675	1.177010844	1.798436614	0.871253083	2.0273529	3.311580062	0
SMYD3	8.332229277	8.354166967	8.262673664	8.551579785	8.62046363	8.610291936	7.887656924	7.862533706	7.691075288	7.958049369	7.625180242	7.789769928
AC092801.1	1.511889579	0.974662474	1.811144853	0	2.002944579	0	0	2.238067221	1.802297929	0.823048594	0	0
SMYD3-IT1	1.917527128	0	1.811144853	1.941914322	0.809038275	0	0	1.16299331	0.871253083	1.343851745	0	2.85783274
TFB2M	8.489164435	8.642484651	8.685356656	8.331647422	8.454093812	8.924264795	9.328425334	9.401673957	9.476740933	9.342931155	9.248259693	9.353250829
CNST	9.268505797	9.268625553	9.262289366	9.054020623	8.998977557	8.904841831	9.830098946	9.818819901	9.792204829	9.786603071	9.943121002	9.792516852
AL591623.1	0	2.763642785	0	0.961537214	0	0.857651675	0	0	0	0	0	2.044263835
AL591623.2	0.945545212	1.961824861	1.418354233	0.961537214	1.324284239	0	1.177010844	1.798436614	0.871253083	0	1.828228788	0
AL591848.3	0	0.974662474	1.418354233	1.533447487	1.324284239	1.780838754	1.177010844	1.798436614	2.766543711	0	1.186186261	3.374884031
SCCPDH	9.458961603	9.194510432	9.386477594	9.397866805	9.134488342	9.409187581	7.767558391	7.885396974	7.719734578	7.628627493	7.688992829	7.809998727
KIF28P	2.493028031	2.542482646	1.811144853	3.388718233	2.95761526	0	1.177010844	0	0.871253083	0.823048594	0	0
AL591848.4	4.593826688	4.343665607	3.759798466	3.834243246	4.307507054	3.425598378	0	2.574552434	2.11003049	0	0	2.507652902
LINC01341	2.712705702	3.275995195	2.943211968	3.735087663	4.193534551	3.054636104	1.816458915	2.574552434	1.802297929	1.343851745	1.186186261	1.357447143
AHCTF1	10.38887972	10.43574328	10.62658853	10.29494633	10.29566793	10.12201304	10.63362861	10.86957536	10.83395922	10.77948694	10.71715379	10.72001893
ZNF695	7.895027748	8.108925287	7.991124175	7.939138461	7.693903763	7.469419839	9.71141898	9.701329907	9.678548701	9.706526061	9.658915107	9.784871932
ZNF670-ZNF695	3.8961506	2.281171668	4.004972245	2.520276096	3.429824881	3.888058123	5.413309003	4.688421414	4.547806277	4.721462082	3.781888659	5.144491127
AL512637.2	0	0	0	0	0	0	2.595578256	3.448071447	2.363523009	2.489245621	1.186186261	2.044263835
ZNF670	9.115559006	9.310894854	9.12639538	9.066820643	8.927244184	8.987951393	9.331252525	8.984702926	9.307698431	9.240255315	8.920103001	9.314836296
AL512637.1	0	1.551079271	2.119558269	2.932001872	1.703158005	2.086901014	1.816458915	2.238067221	1.410613601	0	0	3.374884031
ZNF669	8.023791169	8.047094002	8.065078374	7.805003366	7.934646046	7.835318831	7.95519255	7.944651441	8.114474255	8.094213489	8.213915783	8.132649642
AL627095.2	0	3.275995195	2.58938312	1.941914322	2.810719665	1.780838754	0	1.16299331	1.802297929	0	2.270981161	0
C1orf229	2.90331136	3.759939612	2.777117774	3.6286109	3.704062963	2.5539792	2.868961421	1.16299331	2.57906095	1.343851745	0	0
ZNF124	6.889855645	7.449005386	6.315091658	6.829578994	7.034561931	6.095991152	7.977019686	7.691462665	7.964487086	7.78270362	7.986125526	7.758884756
AL390728.2	0	1.551079271	2.373512039	0.961537214	0.809038275	0	2.257986488	3.076438072	3.216068406	3.119589346	3.113204622	3.374884031
AL390728.6	6.934222454	6.91507257	6.639455849	6.717158377	7.107184075	6.095991152	9.176357142	9.377686543	9.120492434	9.346344607	9.336294847	9.44665311
AL390728.4	9.472187377	9.222751663	9.48406532	9.486276175	9.380586937	9.451636263	11.47151614	11.60278766	11.3433047	11.41097495	11.36074516	11.39827119
RNA5SP82	0	3.413027208	0	1.941914322	0.809038275	1.391862627	2.595578256	2.847210617	1.410613601	2.489245621	2.88313614	3.139398891
AL390728.1	0	1.551079271	0.876882044	1.533447487	0.809038275	1.780838754	0	1.798436614	0	2.838573386	1.828228788	3.139398891
VN1R5	0	0	0.876882044	0	2.002944579	2.339260426	0	0	0.871253083	1.725706862	0	0
ZNF496	11.21711291	11.30864135	11.1325428	11.23209708	11.25791834	11.14690777	11.03751687	10.91935084	10.86187017	10.93437215	10.91023824	10.86362722
AC104335.1	4.846869225	4.199536103	4.147961417	3.735087663	4.647624175	4.10783232	1.177010844	2.574552434	2.932440767	2.674456859	3.909825551	0
AC104335.2	0	0	1.811144853	0.961537214	1.324284239	2.339260426	1.177010844	0	0	0.823048594	0	0
NLRP3	0.945545212	0.974662474	2.373512039	2.520276096	2.462643589	3.189170356	0	0	0	0.823048594	0	0
OR2C3	0	0	0	0	0	0	1.177010844	0	0.871253083	0	2.609286169	2.507652902
OR14A16	0	0.974662474	0.876882044	0	2.002944579	1.780838754	0	0	0	0	0	0
TRIM58	0	0	0	1.533447487	0	0	7.792391246	7.966259107	7.780849932	7.523996497	7.70671832	7.989223199
OR2W3	0	0	0	0	0	0	2.257986488	4.096751	3.081213387	2.838573386	1.828228788	2.85783274
OR2T8	0	0	0	0	0	0	1.816458915	0	1.802297929	0.823048594	0	0
SH3BP5L	9.747059497	9.548851896	9.673295149	9.638078104	9.894184919	9.752587339	8.853479846	8.948973756	9.02497453	8.928064607	9.012076138	9.008432052
ZNF672	9.049027246	9.01774718	8.915185199	9.076979516	9.385461847	9.256654303	8.108080248	7.791686072	7.997631535	8.439262447	8.169867138	8.389459875
ZNF692	9.317481817	9.379399964	9.611393041	9.225928366	9.261895429	9.273790201	8.93751599	9.05361149	9.004156256	8.912029411	8.94645199	8.821801638
PGBD2	6.631499501	6.341808858	6.777844208	6.537548059	6.569937443	6.713517776	6.774163985	7.415931937	7.331324106	7.216017957	7.062342352	6.977109311
FAM110C	8.211242893	8.004350067	8.81693362	8.687076618	8.276541883	8.855108642	0	0	0	0	1.186186261	1.357447143
SH3YL1	8.63069078	8.888557195	8.425949721	8.829078357	9.227919892	8.200472764	8.518506253	8.788426926	8.724816624	8.877056108	8.729509947	8.968495159
ACP1	11.12740664	11.0697812	11.34644922	11.07813903	11.04078335	11.38411672	10.27979855	10.42811758	10.39894827	10.37227728	10.40198288	10.42445374
ALKAL2	5.062081989	4.99484236	4.920011024	5.567478645	5.52740152	5.704911729	0	0	0	1.343851745	1.186186261	1.357447143
AC079779.2	0	2.281171668	1.418354233	1.941914322	1.324284239	0.857651675	0	1.16299331	0	0	0	0
TMEM18	9.081444239	8.852862482	9.073623704	8.996310954	8.895700223	9.101078167	9.020433058	9.254305798	9.096653068	9.083412532	9.064571052	8.968495159
AC092159.2	4.979808012	3.859228069	4.338941351	4.510318032	4.003679786	4.038228958	2.868961421	4.096751	3.656440839	3.354689889	3.311580062	2.044263835
AC092159.4	3.07164815	3.275995195	2.777117774	2.932001872	2.647153715	1.391862627	0	3.448071447	2.11003049	2.276705773	0	1.357447143
AC092159.3	0	0.974662474	0	0	2.251026904	0	0	2.238067221	0	0	2.270981161	0
AC116609.1	1.917527128	0	1.418354233	0	0	0	1.177010844	0	0	0	1.186186261	0
SNTG2-AS1	8.686875019	8.464714017	8.320436062	8.605210366	8.584173099	8.067038456	1.177010844	2.574552434	2.57906095	2.0273529	2.270981161	0
SNTG2	6.429353594	6.690825292	5.916107665	6.507817739	7.026262435	6.62132454	0	0	1.802297929	0	3.311580062	2.507652902
AC114808.2	3.222379414	3.859228069	2.777117774	3.6286109	3.429824881	3.720420176	0	0	0	0	0	0
AC105450.1	2.90331136	2.763642785	2.373512039	2.259885606	4.361285572	2.086901014	0	0	1.802297929	1.343851745	1.828228788	1.357447143
TPO	5.868065124	5.903907486	4.920011024	6.365885023	6.193695639	5.406550341	2.868961421	3.076438072	3.33938848	3.119589346	1.828228788	3.577271258
AC141930.1	5.31790083	6.25331138	5.677624666	6.262859706	6.037287933	5.833749189	3.296831344	3.274188258	3.216068406	2.674456859	4.420082664	2.85783274
AC141930.2	1.917527128	2.763642785	0.876882044	2.932001872	2.647153715	1.391862627	1.177010844	1.16299331	0.871253083	0	0	0
AC144450.1	6.299702433	6.408894903	6.526191485	7.160956115	6.741980315	6.633176069	3.766677978	3.60323329	3.993359055	3.891859343	4.420082664	4.184712822
PXDN	12.52966903	12.57093206	12.52448797	12.8950106	12.77241871	12.6513961	12.39494591	12.30371215	12.33587092	12.26230952	12.38922671	12.14931719
MYT1L	2.233785714	2.763642785	3.227128281	1.533447487	2.810719665	2.086901014	4.011937249	3.743316111	2.57906095	3.119589346	2.609286169	2.507652902
AC093390.2	0	0	0	0	0	0	1.816458915	1.16299331	0.871253083	0	1.828228788	0
AC093390.1	4.142944211	3.124568183	2.777117774	4.569078481	4.731697315	3.312222168	2.257986488	1.16299331	0.871253083	1.343851745	1.186186261	2.507652902
AC018685.3	0	0	0	0	0	0	0	1.16299331	2.11003049	1.725706862	0	0
AC011995.2	0	0	0	0	0	0	2.595578256	1.16299331	2.363523009	2.838573386	2.88313614	3.139398891
LINC01250	0	0	0	0	0	0	5.023563787	4.463796486	3.993359055	4.163586492	4.503575917	5.144491127
EIPR1	8.919841949	8.690460569	8.978750802	8.804833639	8.893420471	9.196022304	9.20129669	9.141706121	9.031847728	9.276492175	9.31044373	9.038747339
EIPR1-IT1	0	1.551079271	1.418354233	0	2.251026904	0	0	2.238067221	0	0	0	2.044263835
TRAPPC12	8.084104884	8.123977744	7.967213849	8.117051136	8.300828516	8.118533286	8.172556587	8.262499881	8.025447326	7.971374843	8.27459723	8.299322808
ADI1	6.966624511	6.730704758	7.313608753	6.922646685	7.042813955	7.476015589	8.415704147	8.313967475	8.367251644	8.308870176	7.964186756	8.07530781
AC231981.1	1.511889579	0	2.119558269	1.533447487	3.429824881	0.857651675	1.177010844	2.847210617	1.410613601	0.823048594	2.270981161	2.044263835
AC108488.1	0	0	0	0.961537214	1.324284239	0.857651675	1.177010844	1.798436614	2.11003049	2.489245621	0	1.357447143
AC108488.2	3.07164815	0.974662474	1.418354233	1.941914322	2.002944579	1.780838754	3.47100858	4.820829364	3.916215576	3.556793131	3.781888659	4.413464022
RNASEH1	10.08380946	9.972676335	10.25816129	10.15690477	9.93798016	10.0651869	10.31592948	10.05225336	10.24775284	10.03737773	9.963538134	10.11665945
RNASEH1-AS1	8.344610167	8.243658474	8.467449522	8.193743153	8.244703147	8.36940996	7.590092037	7.885396974	7.67945024	7.267338701	7.615829304	7.509603971
AC108488.3	4.353623099	5.307692819	4.705539232	5.478313478	5.986856378	5.813059516	7.887656924	7.980486496	7.925651191	8.065506285	7.903998032	7.769253453
RPS7	9.947054123	9.654566702	10.06216162	9.948621106	9.700452962	10.66059847	10.8531072	10.86574809	10.8463586	10.90747251	11.04349487	11.06747253
COLEC11	0	0.974662474	0	0.961537214	0.809038275	0	2.257986488	0	2.363523009	0	1.186186261	0
NPM1P48	1.917527128	0	0	0.961537214	0	2.086901014	2.868961421	1.16299331	2.11003049	2.276705773	0	3.374884031
LINC01249	3.483503972	4.039393043	3.464253441	4.318148709	4.132983803	3.189170356	2.257986488	3.60323329	1.802297929	3.556793131	3.113204622	3.577271258
AC108025.1	0	2.763642785	0.876882044	2.259885606	0.809038275	0.857651675	0	0	0	0	0	0
SOX11	11.54987704	11.79868211	11.24470056	11.60767001	11.80239547	11.30575451	4.22149771	5.157772597	4.826054429	4.542572147	5.198263041	4.184712822
AC010729.2	2.233785714	0.974662474	1.418354233	1.941914322	3.212954352	1.391862627	0	0	0	0	0	0
AC010729.1	4.142944211	3.413027208	4.338941351	4.878799521	3.861635435	4.878873474	0	1.16299331	0	1.343851745	1.186186261	0
SILC1	2.712705702	2.763642785	0	3.388718233	2.002944579	0	1.177010844	2.238067221	1.410613601	0	0	1.357447143
LINC00487	1.511889579	0	0	2.520276096	0.809038275	0	0	0	0	0	0	0
CMPK2	4.286757828	3.275995195	3.350557202	4.096390385	4.69027308	4.356853114	3.296831344	2.238067221	2.363523009	2.985912803	0	1.357447143
RSAD2	0	1.961824861	0	0	2.647153715	2.5539792	2.257986488	0	0	1.725706862	1.828228788	0
AC017076.1	0	0	0.876882044	2.259885606	0.809038275	1.391862627	0	0	0	0	0	0
RNF144A-AS1	4.353623099	4.808646515	3.227128281	5.316244746	5.596300575	4.298510607	0	0	0	0	0	1.357447143
RNF144A	9.11073458	9.400157447	8.942420889	9.711645022	9.596376732	9.105338737	5.131305884	4.688421414	4.908034035	5.436385919	5.094367396	5.988515418
AC068481.1	2.493028031	2.542482646	2.777117774	2.932001872	2.251026904	2.339260426	0	0	0	0	0	0
AC010904.2	0	1.551079271	0	1.941914322	2.002944579	0.857651675	0	0	0	0	0	0
AC013460.1	2.712705702	4.474694987	0.876882044	3.100821274	4.193534551	3.888058123	0	0	0	0	0	0
AC092580.2	1.917527128	0	0	1.941914322	1.703158005	1.391862627	0	0	0	0	0	0
AC007463.1	3.8961506	4.65131204	3.092143075	4.174159315	4.069779947	2.5539792	0	0	0	0.823048594	0	0
LINC00298	1.917527128	0.974662474	0	0.961537214	2.002944579	0.857651675	0	0	0	0	0	0
LINC00299	0	3.538165047	1.418354233	2.259885606	3.32546087	1.780838754	0	0	0	0	0	0
LINC01814	3.598245958	4.273399977	1.418354233	4.174159315	4.647624175	3.628681266	0	0	0	0	0	0
AC092617.1	0	0	0	0.961537214	2.251026904	1.391862627	0	0	0	1.343851745	0	0
ID2-AS1	5.723867825	5.856629735	5.47550365	5.730805861	6.020672526	5.261379256	0	2.238067221	2.11003049	2.0273529	0	1.357447143
ID2	9.264167383	8.683703773	8.997759054	9.393808906	9.103265436	9.517058658	6.001214654	6.162598325	5.962654916	5.930570728	5.803399648	6.388923597
KIDINS220	10.62964563	10.89580463	10.80646959	10.6685818	10.85234998	10.58099593	10.27833432	10.31478058	10.22694017	10.35119473	10.35076332	10.37947727
